picture;condition;sentence;type_change;changed_to;sentence_gender;picture_gender;sentence_id
TS_laborassistenten_boxen_zug_gemischt.jpg;Target;Die Laborassistenten boxen im Zug.;;;gen_masc;mixed;38
TS_laborassistenten_boxen_zug_frauen.jpg;Target;Die Laborassistent*innen boxen im Zug.;;;gen_star;women;38
TS_laborassistenten_boxen_zug_männer.jpg;Target;Die Laborassistent*innen boxen im Zug.;;;gen_star;men;38
TS_laborassistenten_boxen_zug_gemischt.jpg;Target;Die Laborassistent*innen boxen im Zug.;;;gen_star;mixed;38
TS_maler_essen_zoo_frauen.jpg;Target;Die Maler essen im Zoo.;;;gen_masc;women;39
TS_maler_essen_zoo_männer.jpg;Target;Die Maler essen im Zoo.;;;gen_masc;men;39
TS_maler_essen_zoo_gemischt.jpg;Target;Die Maler essen im Zoo.;;;gen_masc;mixed;39
TS_maler_essen_zoo_frauen.jpg;Target;Die Maler*innen essen im Zoo.;;;gen_star;women;39
TS_maler_essen_zoo_männer.jpg;Target;Die Maler*innen essen im Zoo.;;;gen_star;men;39
TS_maler_essen_zoo_gemischt.jpg;Target;Die Maler*innen essen im Zoo.;;;gen_star;mixed;39
TS_musiker_sitzen_supermarkt_frauen.jpg;Target;Die Musiker sitzen im Supermarkt.;;;gen_masc;women;40
TS_musiker_sitzen_supermarkt_männer.jpg;Target;Die Musiker sitzen im Supermarkt.;;;gen_masc;men;40
TS_musiker_sitzen_supermarkt_gemischt.jpg;Target;Die Musiker sitzen im Supermarkt.;;;gen_masc;mixed;40
TS_musiker_sitzen_supermarkt_frauen.jpg;Target;Die Musiker*innen sitzen im Supermarkt.;;;gen_star;women;40
TS_musiker_sitzen_supermarkt_männer.jpg;Target;Die Musiker*innen sitzen im Supermarkt.;;;gen_star;men;40
TS_musiker_sitzen_supermarkt_gemischt.jpg;Target;Die Musiker*innen sitzen im Supermarkt.;;;gen_star;mixed;40
TS_schwimmer_schach_bahnhof_frauen.jpg;Target;Die Schwimmer spielen Schach im Bahnhof.;;;gen_masc;women;41
TS_schwimmer_schach_bahnhof_männer.jpg;Target;Die Schwimmer spielen Schach im Bahnhof.;;;gen_masc;men;41
TS_schwimmer_schach_bahnhof_gemischt.jpg;Target;Die Schwimmer spielen Schach im Bahnhof.;;;gen_masc;mixed;41
TS_schwimmer_schach_bahnhof_frauen.jpg;Target;Die Schwimmer*innen spielen Schach im Bahnhof.;;;gen_star;women;41
TS_schwimmer_schach_bahnhof_männer.jpg;Target;Die Schwimmer*innen spielen Schach im Bahnhof.;;;gen_star;men;41
TS_schwimmer_schach_bahnhof_gemischt.jpg;Target;Die Schwimmer*innen spielen Schach im Bahnhof.;;;gen_star;mixed;41
TS_sportler_kaffeetrinken_bibliothek_frauen.jpg;Target;Die Sportler trinken Kaffee in der Bibliothek.;;;gen_masc;women;42
TS_sportler_kaffeetrinken_bibliothek_männer.jpg;Target;Die Sportler trinken Kaffee in der Bibliothek.;;;gen_masc;men;42
TS_sportler_kaffeetrinken_bibliothek_gemischt.jpg;Target;Die Sportler trinken Kaffee in der Bibliothek.;;;gen_masc;mixed;42
TS_sportler_kaffeetrinken_bibliothek_frauen.jpg;Target;Die Sportler*innen trinken Kaffee in der Bibliothek.;;;gen_star;women;42
TS_sportler_kaffeetrinken_bibliothek_männer.jpg;Target;Die Sportler*innen trinken Kaffee in der Bibliothek.;;;gen_star;men;42
TS_sportler_kaffeetrinken_bibliothek_gemischt.jpg;Target;Die Sportler*innen trinken Kaffee in der Bibliothek.;;;gen_star;mixed;42
TS_sportler_lesen_vulkan_frauen.jpg;Target;Die Sportler lesen vor dem Vulkan.;;;gen_masc;women;43
TS_sportler_lesen_vulkan_männer.jpg;Target;Die Sportler lesen vor dem Vulkan.;;;gen_masc;men;43
TS_sportler_lesen_vulkan_gemischt.jpg;Target;Die Sportler lesen vor dem Vulkan.;;;gen_masc;mixed;43
TS_sportler_lesen_vulkan_frauen.jpg;Target;Die Sportler*innen lesen vor dem Vulkan.;;;gen_star;women;43
TS_sportler_lesen_vulkan_männer.jpg;Target;Die Sportler*innen lesen vor dem Vulkan.;;;gen_star;men;43
TS_sportler_lesen_vulkan_gemischt.jpg;Target;Die Sportler*innen lesen vor dem Vulkan.;;;gen_star;mixed;43
TS_sportler_kaffeetrinken_burg_frauen.jpg;Target;Die Sportler trinken Kaffee vor der Burg.;;;gen_masc;women;44
TS_sportler_kaffeetrinken_burg_männer.jpg;Target;Die Sportler trinken Kaffee vor der Burg.;;;gen_masc;men;44
TS_sportler_kaffeetrinken_burg_gemischt.jpg;Target;Die Sportler trinken Kaffee vor der Burg.;;;gen_masc;mixed;44
TS_sportler_kaffeetrinken_burg_frauen.jpg;Target;Die Sportler*innen trinken Kaffee vor der Burg.;;;gen_star;women;44
TS_sportler_kaffeetrinken_burg_männer.jpg;Target;Die Sportler*innen trinken Kaffee vor der Burg.;;;gen_star;men;44
TS_sportler_kaffeetrinken_burg_gemischt.jpg;Target;Die Sportler*innen trinken Kaffee vor der Burg.;;;gen_star;mixed;44
TS_astronauten_boxen_supermarkt_frauen.jpg;Target;Die Astronauten boxen im Supermarkt.;;;gen_masc;women;45
TS_astronauten_boxen_supermarkt_männer.jpg;Target;Die Astronauten boxen im Supermarkt.;;;gen_masc;men;45
TS_astronauten_boxen_supermarkt_gemischt.jpg;Target;Die Astronauten boxen im Supermarkt.;;;gen_masc;mixed;45
TS_astronauten_boxen_supermarkt_frauen.jpg;Target;Die Astronaut*innen boxen im Supermarkt.;;;gen_star;women;45
TS_astronauten_boxen_supermarkt_männer.jpg;Target;Die Astronaut*innen boxen im Supermarkt.;;;gen_star;men;45
TS_astronauten_boxen_supermarkt_gemischt.jpg;Target;Die Astronaut*innen boxen im Supermarkt.;;;gen_star;mixed;45
FS_astronauten_laufen_bahnhof_frauen.jpg;Filler;Die Astronauten laufen durch den Bahnhof.;Verb;sitzen;gen_masc;women;46
FS_astronauten_laufen_bahnhof_männer.jpg;Filler;Die Astronauten laufen durch den Bahnhof.;Verb;sitzen;gen_masc;men;46
FS_astronauten_laufen_bahnhof_gemischt.jpg;Filler;Die Astronauten laufen durch den Bahnhof.;Verb;sitzen;gen_masc;mixed;46
FS_astronauten_laufen_bahnhof_frauen.jpg;Filler;Die Astronaut*innen laufen durch den Bahnhof.;Verb;sitzen;gen_star;women;46
FS_astronauten_laufen_bahnhof_männer.jpg;Filler;Die Astronaut*innen laufen durch den Bahnhof.;Verb;sitzen;gen_star;men;46
FS_astronauten_laufen_bahnhof_gemischt.jpg;Filler;Die Astronaut*innen laufen durch den Bahnhof.;Verb;sitzen;gen_star;mixed;46
FS_astronauten_schachspielen_burg_frauen.jpg;Filler;Die Astronauten spielen Schach in der Burg.;Personen;Köche;gen_masc;women;47
FS_astronauten_schachspielen_burg_männer.jpg;Filler;Die Astronauten spielen Schach in der Burg.;Personen;Köche;gen_masc;men;47
FS_astronauten_schachspielen_burg_gemischt.jpg;Filler;Die Astronauten spielen Schach in der Burg.;Personen;Köche;gen_masc;mixed;47
FS_astronauten_schachspielen_burg_frauen.jpg;Filler;Die Astronaut*innen spielen Schach in der Burg.;Personen;Köche;gen_star;women;47
FS_astronauten_schachspielen_burg_männer.jpg;Filler;Die Astronaut*innen spielen Schach in der Burg.;Personen;Köche;gen_star;men;47
FS_astronauten_schachspielen_burg_gemischt.jpg;Filler;Die Astronaut*innen spielen Schach in der Burg.;Personen;Köche;gen_star;mixed;47
FS_kellner_essen_bahnhof_frauen.jpg;Filler;Die Kellner essen im Bahnhof.;Personen;Astronauten;gen_masc;women;48
FS_kellner_essen_bahnhof_männer.jpg;Filler;Die Kellner essen im Bahnhof.;Personen;Astronauten;gen_masc;men;48
FS_kellner_essen_bahnhof_gemischt.jpg;Filler;Die Kellner essen im Bahnhof.;Personen;Astronauten;gen_masc;mixed;48
FS_kellner_essen_bahnhof_frauen.jpg;Filler;Die Kellner*innen essen im Bahnhof.;Personen;Astronauten;gen_star;women;48
FS_kellner_essen_bahnhof_männer.jpg;Filler;Die Kellner*innen essen im Bahnhof.;Personen;Astronauten;gen_star;men;48
FS_kellner_essen_bahnhof_gemischt.jpg;Filler;Die Kellner*innen essen im Bahnhof.;Personen;Astronauten;gen_star;mixed;48
FS_kellner_liegen_supermarkt_frauen.jpg;Filler;Die Kellner liegen im Supermarkt.;Verb;laufen;gen_masc;women;49
FS_kellner_liegen_supermarkt_männer.jpg;Filler;Die Kellner liegen im Supermarkt.;Verb;laufen;gen_masc;men;49
FS_kellner_liegen_supermarkt_gemischt.jpg;Filler;Die Kellner liegen im Supermarkt.;Verb;laufen;gen_masc;mixed;49
FS_kellner_liegen_supermarkt_frauen.jpg;Filler;Die Kellner*innen liegen im Supermarkt.;Verb;laufen;gen_star;women;49
FS_kellner_liegen_supermarkt_männer.jpg;Filler;Die Kellner*innen liegen im Supermarkt.;Verb;laufen;gen_star;men;49
FS_kellner_liegen_supermarkt_gemischt.jpg;Filler;Die Kellner*innen liegen im Supermarkt.;Verb;laufen;gen_star;mixed;49
FS_kellner_sitzen_brunnen_frauen.jpg;Filler;Die Kellner sitzen vor dem Brunnen.;Personen;Astronauten;gen_masc;women;50
FS_kellner_sitzen_brunnen_männer.jpg;Filler;Die Kellner sitzen vor dem Brunnen.;Personen;Astronauten;gen_masc;men;50
FS_kellner_sitzen_brunnen_gemischt.jpg;Filler;Die Kellner sitzen vor dem Brunnen.;Personen;Astronauten;gen_masc;mixed;50
FS_kellner_sitzen_brunnen_frauen.jpg;Filler;Die Kellner*innen sitzen vor dem Brunnen.;Personen;Astronauten;gen_star;women;50
FS_kellner_sitzen_brunnen_männer.jpg;Filler;Die Kellner*innen sitzen vor dem Brunnen.;Personen;Astronauten;gen_star;men;50
FS_kellner_sitzen_brunnen_gemischt.jpg;Filler;Die Kellner*innen sitzen vor dem Brunnen.;Personen;Astronauten;gen_star;mixed;50
FS_kinobesucher_laufen_vulkan_frauen.jpg;Filler;Die Kinobesucher laufen vor dem Vulkan.;Personen;Laborassistenten;gen_masc;women;51
FS_kinobesucher_laufen_vulkan_männer.jpg;Filler;Die Kinobesucher laufen vor dem Vulkan.;Personen;Laborassistenten;gen_masc;men;51
FS_kinobesucher_laufen_vulkan_gemischt.jpg;Filler;Die Kinobesucher laufen vor dem Vulkan.;Personen;Laborassistenten;gen_masc;mixed;51
FS_kinobesucher_laufen_vulkan_frauen.jpg;Filler;Die Kinobesucher*innen laufen vor dem Vulkan.;Personen;Laborassistenten;gen_star;women;51
FS_kinobesucher_laufen_vulkan_männer.jpg;Filler;Die Kinobesucher*innen laufen vor dem Vulkan.;Personen;Laborassistenten;gen_star;men;51
FS_kinobesucher_laufen_vulkan_gemischt.jpg;Filler;Die Kinobesucher*innen laufen vor dem Vulkan.;Personen;Laborassistenten;gen_star;mixed;51
FS_kinobesucher_schachspielen_flugzeug_frauen.jpg;Filler;Die Kinobesucher spielen Schach im Flugzeug.;Personen;Laborassistenten;gen_masc;women;52
FS_kinobesucher_schachspielen_flugzeug_männer.jpg;Filler;Die Kinobesucher spielen Schach im Flugzeug.;Personen;Laborassistenten;gen_masc;men;52
FS_kinobesucher_schachspielen_flugzeug_gemischt.jpg;Filler;Die Kinobesucher spielen Schach im Flugzeug.;Personen;Laborassistenten;gen_masc;mixed;52
FS_kinobesucher_schachspielen_flugzeug_frauen.jpg;Filler;Die Kinobesucher*innen spielen Schach im Flugzeug.;Personen;Laborassistenten;gen_star;women;52
FS_kinobesucher_schachspielen_flugzeug_männer.jpg;Filler;Die Kinobesucher*innen spielen Schach im Flugzeug.;Personen;Laborassistenten;gen_star;men;52
FS_kinobesucher_schachspielen_flugzeug_gemischt.jpg;Filler;Die Kinobesucher*innen spielen Schach im Flugzeug.;Personen;Laborassistenten;gen_star;mixed;52
FS_kinobesucher_seilspringen_zug_frauen.jpg;Filler;Die Kinobesucher springen Seil im Zug.;Verb;Schach spielen;gen_masc;women;53
FS_kinobesucher_seilspringen_zug_männer.jpg;Filler;Die Kinobesucher springen Seil im Zug.;Verb;Schach spielen;gen_masc;men;53
FS_kinobesucher_seilspringen_zug_gemischt.jpg;Filler;Die Kinobesucher springen Seil im Zug.;Verb;Schach spielen;gen_masc;mixed;53
FS_kinobesucher_seilspringen_zug_frauen.jpg;Filler;Die Kinobesucher*innen springen Seil im Zug.;Verb;Schach spielen;gen_star;women;53
FS_kinobesucher_seilspringen_zug_männer.jpg;Filler;Die Kinobesucher*innen springen Seil im Zug.;Verb;Schach spielen;gen_star;men;53
FS_kinobesucher_seilspringen_zug_gemischt.jpg;Filler;Die Kinobesucher*innen springen Seil im Zug.;Verb;Schach spielen;gen_star;mixed;53
FS_köche_essen_flugzeug_frauen.jpg;Filler;Die Köche essen im Flugzeug.;Personen;Kinobesucher;gen_masc;women;54
FS_köche_essen_flugzeug_männer.jpg;Filler;Die Köche essen im Flugzeug.;Personen;Kinobesucher;gen_masc;men;54
FS_köche_essen_flugzeug_gemischt.jpg;Filler;Die Köche essen im Flugzeug.;Personen;Kinobesucher;gen_masc;mixed;54
FS_köche_essen_flugzeug_frauen.jpg;Filler;Die Köch*innen essen im Flugzeug.;Personen;Kinobesucher;gen_star;women;54
FS_köche_essen_flugzeug_männer.jpg;Filler;Die Köch*innen essen im Flugzeug.;Personen;Kinobesucher;gen_star;men;54
FS_köche_essen_flugzeug_gemischt.jpg;Filler;Die Köch*innen essen im Flugzeug.;Personen;Kinobesucher;gen_star;mixed;54
FS_köche_kaffeetrinken_zoo_frauen.jpg;Filler;Die Köche trinken Kaffee im Zoo.;Personen;Sportler;gen_masc;women;55
FS_köche_kaffeetrinken_zoo_männer.jpg;Filler;Die Köche trinken Kaffee im Zoo.;Personen;Sportler;gen_masc;men;55
FS_köche_kaffeetrinken_zoo_gemischt.jpg;Filler;Die Köche trinken Kaffee im Zoo.;Personen;Sportler;gen_masc;mixed;55
FS_köche_kaffeetrinken_zoo_frauen.jpg;Filler;Die Köch*innen trinken Kaffee im Zoo.;Personen;Sportler;gen_star;women;55
FS_köche_kaffeetrinken_zoo_männer.jpg;Filler;Die Köch*innen trinken Kaffee im Zoo.;Personen;Sportler;gen_star;men;55
FS_köche_kaffeetrinken_zoo_gemischt.jpg;Filler;Die Köch*innen trinken Kaffee im Zoo.;Personen;Sportler;gen_star;mixed;55
FS_köche_seilspringen_bahnhof_frauen.jpg;Filler;Die Köche springen Seil im Bahnhof.;Personen;Astronauten;gen_masc;women;56
FS_köche_seilspringen_bahnhof_männer.jpg;Filler;Die Köche springen Seil im Bahnhof.;Personen;Astronauten;gen_masc;men;56
FS_köche_seilspringen_bahnhof_gemischt.jpg;Filler;Die Köche springen Seil im Bahnhof.;Personen;Astronauten;gen_masc;mixed;56
FS_köche_seilspringen_bahnhof_frauen.jpg;Filler;Die Köch*innen springen Seil im Bahnhof.;Personen;Astronauten;gen_star;women;56
FS_köche_seilspringen_bahnhof_männer.jpg;Filler;Die Köch*innen springen Seil im Bahnhof.;Personen;Astronauten;gen_star;men;56
FS_köche_seilspringen_bahnhof_gemischt.jpg;Filler;Die Köch*innen springen Seil im Bahnhof.;Personen;Astronauten;gen_star;mixed;56
FS_laborassistenten_essen_brunnen_frauen.jpg;Filler;Die Laborassistenten essen vor einem Brunnen.;Ort;Vulkan;gen_masc;women;57
FS_laborassistenten_essen_brunnen_männer.jpg;Filler;Die Laborassistenten essen vor einem Brunnen.;Ort;Vulkan;gen_masc;men;57
FS_laborassistenten_essen_brunnen_gemischt.jpg;Filler;Die Laborassistenten essen vor einem Brunnen.;Ort;Vulkan;gen_masc;mixed;57
FS_laborassistenten_essen_brunnen_frauen.jpg;Filler;Die Laborassistent*innen essen vor einem Brunnen.;Ort;Vulkan;gen_star;women;57
FS_laborassistenten_essen_brunnen_männer.jpg;Filler;Die Laborassistent*innen essen vor einem Brunnen.;Ort;Vulkan;gen_star;men;57
FS_laborassistenten_essen_brunnen_gemischt.jpg;Filler;Die Laborassistent*innen essen vor einem Brunnen.;Ort;Vulkan;gen_star;mixed;57
FS_laborassistenten_kaffeetrinken_supermarkt_frauen.jpg;Filler;Die Laborassistenten trinken Kaffe im Supermarkt.;Personen;Schwimmer;gen_masc;women;58
FS_laborassistenten_kaffeetrinken_supermarkt_männer.jpg;Filler;Die Laborassistenten trinken Kaffe im Supermarkt.;Personen;Schwimmer;gen_masc;men;58
FS_laborassistenten_kaffeetrinken_supermarkt_gemischt.jpg;Filler;Die Laborassistenten trinken Kaffe im Supermarkt.;Personen;Schwimmer;gen_masc;mixed;58
FS_laborassistenten_kaffeetrinken_supermarkt_frauen.jpg;Filler;Die Laborassistent*innen trinken Kaffe im Supermarkt.;Personen;Schwimmer;gen_star;women;58
FS_laborassistenten_kaffeetrinken_supermarkt_männer.jpg;Filler;Die Laborassistent*innen trinken Kaffe im Supermarkt.;Personen;Schwimmer;gen_star;men;58
FS_laborassistenten_kaffeetrinken_supermarkt_gemischt.jpg;Filler;Die Laborassistent*innen trinken Kaffe im Supermarkt.;Personen;Schwimmer;gen_star;mixed;58
FS_laborassistenten_lesen_bahnhof_frauen.jpg;Filler;Die Laborassistenten lesen im Bahnhof.;Verb;liegen;gen_masc;women;59
FS_laborassistenten_lesen_bahnhof_männer.jpg;Filler;Die Laborassistenten lesen im Bahnhof.;Verb;liegen;gen_masc;men;59
FS_laborassistenten_lesen_bahnhof_gemischt.jpg;Filler;Die Laborassistenten lesen im Bahnhof.;Verb;liegen;gen_masc;mixed;59
FS_laborassistenten_lesen_bahnhof_frauen.jpg;Filler;Die Laborassistent*innen lesen im Bahnhof.;Verb;liegen;gen_star;women;59
FS_laborassistenten_lesen_bahnhof_männer.jpg;Filler;Die Laborassistent*innen lesen im Bahnhof.;Verb;liegen;gen_star;men;59
FS_laborassistenten_lesen_bahnhof_gemischt.jpg;Filler;Die Laborassistent*innen lesen im Bahnhof.;Verb;liegen;gen_star;mixed;59
FS_laborassistenten_liegen_zoo_frauen.jpg;Filler;Die Laborassistenten liegen im Zoo.;Personen;Maler;gen_masc;women;60
FS_laborassistenten_liegen_zoo_männer.jpg;Filler;Die Laborassistenten liegen im Zoo.;Personen;Maler;gen_masc;men;60
FS_laborassistenten_liegen_zoo_gemischt.jpg;Filler;Die Laborassistenten liegen im Zoo.;Personen;Maler;gen_masc;mixed;60
FS_laborassistenten_liegen_zoo_frauen.jpg;Filler;Die Laborassistent*innen liegen im Zoo.;Personen;Maler;gen_star;women;60
FS_laborassistenten_liegen_zoo_männer.jpg;Filler;Die Laborassistent*innen liegen im Zoo.;Personen;Maler;gen_star;men;60
FS_laborassistenten_liegen_zoo_gemischt.jpg;Filler;Die Laborassistent*innen liegen im Zoo.;Personen;Maler;gen_star;mixed;60
FS_maler_boxen_burg_frauen.jpg;Filler;Die Maler boxen in einer Burg.;Verb;lesen;gen_masc;women;61
FS_maler_boxen_burg_männer.jpg;Filler;Die Maler boxen in einer Burg.;Verb;lesen;gen_masc;men;61
FS_maler_boxen_burg_gemischt.jpg;Filler;Die Maler boxen in einer Burg.;Verb;lesen;gen_masc;mixed;61
FS_maler_boxen_burg_frauen.jpg;Filler;Die Maler*innen boxen in einer Burg.;Verb;lesen;gen_star;women;61
FS_maler_boxen_burg_männer.jpg;Filler;Die Maler*innen boxen in einer Burg.;Verb;lesen;gen_star;men;61
FS_maler_boxen_burg_gemischt.jpg;Filler;Die Maler*innen boxen in einer Burg.;Verb;lesen;gen_star;mixed;61
FS_maler_laufen_zug_frauen.jpg;Filler;Die Maler laufen durch den Zug.;Verb;sitzen;gen_masc;women;62
FS_maler_laufen_zug_männer.jpg;Filler;Die Maler laufen durch den Zug.;Verb;sitzen;gen_masc;men;62
FS_maler_laufen_zug_gemischt.jpg;Filler;Die Maler laufen durch den Zug.;Verb;sitzen;gen_masc;mixed;62
FS_maler_laufen_zug_frauen.jpg;Filler;Die Maler*innen laufen durch den Zug.;Verb;sitzen;gen_star;women;62
FS_maler_laufen_zug_männer.jpg;Filler;Die Maler*innen laufen durch den Zug.;Verb;sitzen;gen_star;men;62
FS_maler_laufen_zug_gemischt.jpg;Filler;Die Maler*innen laufen durch den Zug.;Verb;sitzen;gen_star;mixed;62
FS_maler_liegen_flugzeug_frauen.jpg;Filler;Die Maler liegen im Flugzeug.;Verb;laufen;gen_masc;women;63
FS_maler_liegen_flugzeug_männer.jpg;Filler;Die Maler liegen im Flugzeug.;Verb;laufen;gen_masc;men;63
FS_maler_liegen_flugzeug_gemischt.jpg;Filler;Die Maler liegen im Flugzeug.;Verb;laufen;gen_masc;mixed;63
FS_maler_liegen_flugzeug_frauen.jpg;Filler;Die Maler*innen liegen im Flugzeug.;Verb;laufen;gen_star;women;63
FS_maler_liegen_flugzeug_männer.jpg;Filler;Die Maler*innen liegen im Flugzeug.;Verb;laufen;gen_star;men;63
FS_maler_liegen_flugzeug_gemischt.jpg;Filler;Die Maler*innen liegen im Flugzeug.;Verb;laufen;gen_star;mixed;63
FS_maler_sitzen_vulkan_frauen.jpg;Filler;Die Maler sitzen vor einem Vulkan.;Personen;Astronauten;gen_masc;women;64
FS_maler_sitzen_vulkan_männer.jpg;Filler;Die Maler sitzen vor einem Vulkan.;Personen;Astronauten;gen_masc;men;64
FS_maler_sitzen_vulkan_gemischt.jpg;Filler;Die Maler sitzen vor einem Vulkan.;Personen;Astronauten;gen_masc;mixed;64
FS_maler_sitzen_vulkan_frauen.jpg;Filler;Die Maler*innen sitzen vor einem Vulkan.;Personen;Astronauten;gen_star;women;64
FS_maler_sitzen_vulkan_männer.jpg;Filler;Die Maler*innen sitzen vor einem Vulkan.;Personen;Astronauten;gen_star;men;64
FS_maler_sitzen_vulkan_gemischt.jpg;Filler;Die Maler*innen sitzen vor einem Vulkan.;Personen;Astronauten;gen_star;mixed;64
FS_musiker_laufen_zoo_frauen.jpg;Filler;Die Musiker laufen durch den Zoo.;Verb;seilspringen;gen_masc;women;65
FS_musiker_laufen_zoo_männer.jpg;Filler;Die Musiker laufen durch den Zoo.;Verb;seilspringen;gen_masc;men;65
FS_musiker_laufen_zoo_gemischt.jpg;Filler;Die Musiker laufen durch den Zoo.;Verb;seilspringen;gen_masc;mixed;65
FS_musiker_laufen_zoo_frauen.jpg;Filler;Die Musiker*innen laufen durch den Zoo.;Verb;seilspringen;gen_star;women;65
FS_musiker_laufen_zoo_männer.jpg;Filler;Die Musiker*innen laufen durch den Zoo.;Verb;seilspringen;gen_star;men;65
FS_musiker_laufen_zoo_gemischt.jpg;Filler;Die Musiker*innen laufen durch den Zoo.;Verb;seilspringen;gen_star;mixed;65
FS_musiker_lesen_bibliothek_frauen.jpg;Filler;Die Musiker lesen in der Bibliothek.;Verb;essen;gen_masc;women;66
FS_musiker_lesen_bibliothek_männer.jpg;Filler;Die Musiker lesen in der Bibliothek.;Verb;essen;gen_masc;men;66
FS_musiker_lesen_bibliothek_gemischt.jpg;Filler;Die Musiker lesen in der Bibliothek.;Verb;essen;gen_masc;mixed;66
FS_musiker_lesen_bibliothek_frauen.jpg;Filler;Die Musiker*innen lesen in der Bibliothek.;Verb;essen;gen_star;women;66
FS_musiker_lesen_bibliothek_männer.jpg;Filler;Die Musiker*innen lesen in der Bibliothek.;Verb;essen;gen_star;men;66
FS_musiker_lesen_bibliothek_gemischt.jpg;Filler;Die Musiker*innen lesen in der Bibliothek.;Verb;essen;gen_star;mixed;66
FS_schwimmer_kaffeetrinken_vulkan_frauen.jpg;Filler;Die Schwimmer trinken Kaffee vor einem Vulkan.;Verb;lesen;gen_masc;women;67
FS_schwimmer_kaffeetrinken_vulkan_männer.jpg;Filler;Die Schwimmer trinken Kaffee vor einem Vulkan.;Verb;lesen;gen_masc;men;67
FS_schwimmer_kaffeetrinken_vulkan_gemischt.jpg;Filler;Die Schwimmer trinken Kaffee vor einem Vulkan.;Verb;lesen;gen_masc;mixed;67
FS_schwimmer_kaffeetrinken_vulkan_frauen.jpg;Filler;Die Schwimmer*innen trinken Kaffee vor einem Vulkan.;Verb;lesen;gen_star;women;67
FS_schwimmer_kaffeetrinken_vulkan_männer.jpg;Filler;Die Schwimmer*innen trinken Kaffee vor einem Vulkan.;Verb;lesen;gen_star;men;67
FS_schwimmer_kaffeetrinken_vulkan_gemischt.jpg;Filler;Die Schwimmer*innen trinken Kaffee vor einem Vulkan.;Verb;lesen;gen_star;mixed;67
FS_schwimmer_seilspringen_zoo_frauen.jpg;Filler;Die Schwimmer springen Seil im Zoo.;Ort;Bibliothek;gen_masc;women;68
FS_schwimmer_seilspringen_zoo_männer.jpg;Filler;Die Schwimmer springen Seil im Zoo.;Ort;Bibliothek;gen_masc;men;68
FS_schwimmer_seilspringen_zoo_gemischt.jpg;Filler;Die Schwimmer springen Seil im Zoo.;Ort;Bibliothek;gen_masc;mixed;68
FS_schwimmer_seilspringen_zoo_frauen.jpg;Filler;Die Schwimmer*innen springen Seil im Zoo.;Ort;Bibliothek;gen_star;women;68
FS_schwimmer_seilspringen_zoo_männer.jpg;Filler;Die Schwimmer*innen springen Seil im Zoo.;Ort;Bibliothek;gen_star;men;68
FS_schwimmer_seilspringen_zoo_gemischt.jpg;Filler;Die Schwimmer*innen springen Seil im Zoo.;Ort;Bibliothek;gen_star;mixed;68
FS_sportler_sitzen_bahnhof_frauen.jpg;Filler;Die Sportler sitzen im Bahnhof.;Verb;laufen;gen_masc;women;69
FS_sportler_sitzen_bahnhof_männer.jpg;Filler;Die Sportler sitzen im Bahnhof.;Verb;laufen;gen_masc;men;69
FS_sportler_sitzen_bahnhof_gemischt.jpg;Filler;Die Sportler sitzen im Bahnhof.;Verb;laufen;gen_masc;mixed;69
FS_sportler_sitzen_bahnhof_frauen.jpg;Filler;Die Sportler*innen sitzen im Bahnhof.;Verb;laufen;gen_star;women;69
FS_sportler_sitzen_bahnhof_männer.jpg;Filler;Die Sportler*innen sitzen im Bahnhof.;Verb;laufen;gen_star;men;69
FS_sportler_sitzen_bahnhof_gemischt.jpg;Filler;Die Sportler*innen sitzen im Bahnhof.;Verb;laufen;gen_star;mixed;69
FS_musiker_seilspringen_vulkan_frauen.jpg;Filler;Die Musiker springen Seil vor dem Vulkan. ;Ort;Bibliothek;gen_masc;women;70
FS_musiker_seilspringen_vulkan_männer.jpg;Filler;Die Musiker springen Seil vor dem Vulkan. ;Ort;Bibliothek;gen_masc;men;70
FS_musiker_seilspringen_vulkan_gemischt.jpg;Filler;Die Musiker springen Seil vor dem Vulkan. ;Ort;Bibliothek;gen_masc;mixed;70
FS_musiker_seilspringen_vulkan_frauen.jpg;Filler;Die Musiker*innen springen Seil vor dem Vulkan.;Ort;Bibliothek;gen_star;women;70
FS_musiker_seilspringen_vulkan_männer.jpg;Filler;Die Musiker*innen springen Seil vor dem Vulkan.;Ort;Bibliothek;gen_star;men;70
FS_musiker_seilspringen_vulkan_gemischt.jpg;Filler;Die Musiker*innen springen Seil vor dem Vulkan.;Ort;Bibliothek;gen_star;mixed;70
FS_musiker_boxen_flugzeug_frauen.jpg;Filler;Die Musiker boxen im Flugzeug.;Ort;Zoo;gen_masc;women;71
FS_musiker_boxen_flugzeug_männer.jpg;Filler;Die Musiker boxen im Flugzeug.;Ort;Zoo;gen_masc;men;71
FS_musiker_boxen_flugzeug_gemischt.jpg;Filler;Die Musiker boxen im Flugzeug.;Ort;Zoo;gen_masc;mixed;71
FS_musiker_boxen_flugzeug_frauen.jpg;Filler;Die Musiker*innen boxen im Flugzeug.;Ort;Zoo;gen_star;women;71
FS_musiker_boxen_flugzeug_männer.jpg;Filler;Die Musiker*innen boxen im Flugzeug.;Ort;Zoo;gen_star;men;71
FS_musiker_boxen_flugzeug_gemischt.jpg;Filler;Die Musiker*innen boxen im Flugzeug.;Ort;Zoo;gen_star;mixed;71
